report_year,state,slide_id,slide_no,source,district,name,location,nh_sh_affected,latitude,longitude,date_of_event,time_of_event,type_of_event,casualty,rainfall_mm
2023,Meghalaya,Newspapers & Media/2023/Meghalaya/14,14.0,Newspapers & Media,East Jaintia Hills,Sonapur Tunnel Landslide,Near Sonapur Tunnel,NH 6,25.105931,92.360242,2023-04-05,7:00 AM,3.0,0.0,2.958248956
2023,Meghalaya,Newspapers & Media/2023/Meghalaya/18,18.0,Newspapers & Media,East Khasi Hills,Pynursla Landslide,Riwar Mihngi circle,--,25.309601,91.876558,2023-04-14,--,3.0,2.0,7.087581009
2023,Meghalaya,Newspapers & Media/2023/Meghalaya/12,12.0,Newspapers & Media,East Jaintia Hills,Sonapur Tunnel Landslide,Near Sonapur Tunnel,NH 6,25.105844,92.36018,2023-05-27,--,2.0,0.0,0.007794081
2023,Meghalaya,Newspapers & Media/2023/Meghalaya/15,15.0,Newspapers & Media,East Jaintia Hills,Sonapur Tunnel Landslide,near Sonapur Tunnel,NH 6,25.105937,92.360245,2023-06-10,--,3.0,0.0,87.10559537
2023,Meghalaya,Newspapers & Media/2023/Meghalaya/16,16.0,Newspapers & Media,East Jaintia Hills,Sonapur Tunnel Landslide,near Sonapur Tunnel,NH 6,25.10594,92.360255,2023-06-14,Morning,3.0,0.0,289.2794716
2023,Meghalaya,Newspapers & Media/2023/Meghalaya/20,20.0,Newspapers & Media,East Khasi Hills,Rngain Landslide,"Rngain Village, Pynursla",NH 206,25.371452,91.876551,2023-06-14,5:00 AM,3.0,0.0,161.3283562
2023,Meghalaya,Newspapers & Media/2023/Meghalaya/19,19.0,Newspapers & Media,East Jaintia Hills,Sonapur Tunnel Landslide,near Sonapur Tunnel,NH 6,25.105945,92.360259,2023-06-15,Morning,3.0,0.0,5.790063789
2023,Meghalaya,Newspapers & Media/2023/Meghalaya/22,22.0,Newspapers & Media,West Khasi Hills,Dommawlein landslide,Mawiong-Pyndengrei locality of Nongstoin,--,25.275153,91.366042,2023-06-17,4:30 A.M.,2.0,2.0,315.6915713
2023,Meghalaya,Newspapers & Media/2023/Meghalaya/28,28.0,Newspapers & Media,East Khasi Hills,Laitlarem Landslide,Laitlarem Village area,--,25.446165,91.57097,2023-06-17,--,2.0,4.0,413.2279502
2023,Meghalaya,Newspapers & Media/2023/Meghalaya/29,29.0,Newspapers & Media,West Jaintia Hills,Darrang Landslide,Darrang Village area,--,25.205927,92.020892,2023-06-17,--,2.0,0.0,237.398367
2023,Meghalaya,Newspapers & Media/2023/Meghalaya/30,30.0,Newspapers & Media,East Jaintia Hills,Sonapur Tunnel Landslide,near Sonapur Tunnel,NH 6,25.10595,92.3603,2023-06-19,--,3.0,0.0,138.4358905
2023,Meghalaya,Newspapers & Media/2023/Meghalaya/31,31.0,Newspapers & Media,West Garo Hills,PA Sangma Stadium Landslide,PA Sangma Stadium,--,25.521879,90.181776,2023-06-22,Morning,2.0,0.0,223.4947659
2023,Meghalaya,Newspapers & Media/2023/Meghalaya/32,32.0,Newspapers & Media,Ri Bhoi,Umiam View point Landslide,Umiam view point,--,25.687251,91.948666,2023-06-22,--,2.0,0.0,157.0451147
2023,Meghalaya,Newspapers & Media/2023/Meghalaya/37,37.0,Newspapers & Media,East Jaintia Hills,Sonapur Tunnel Landslide,near Sonapur Tunnel,NH 6,25.105701,92.361278,2023-06-23,--,3.0,0.0,8.487524291
2023,Meghalaya,Newspapers & Media/2023/Meghalaya/38,38.0,Newspapers & Media,East Jaintia Hills,Sonapur Tunnel Landslide,near Sonapur Tunnel,NH 6,25.106073,92.36114,2023-07-03,Morning,3.0,0.0,69.53567724
2023,Meghalaya,Newspapers & Media/2023/Meghalaya/56,56.0,Newspapers & Media,East Khasi Hills,Sonapur Tunnel Landslide,Near Sonapur Tunnel,NH 6,25.106083,92.360407,2023-08-04,10:00 PM,3.0,0.0,24.50020308
2023,Meghalaya,Newspapers & Media/2023/Meghalaya/61,61.0,Newspapers & Media,East Jaintia Hills,Sonapur Tunnel Landslide,Near Sonapur Tunnel,NH 6,25.106699,92.36123,2023-08-10,Night,3.0,0.0,0.909345005
2023,Meghalaya,Newspapers & Media/2023/Meghalaya/70,70.0,Newspapers & Media,East Jaintia Hills,Sonapur Tunnel Landslide,Near Sonapur Tunnel,NH 6,25.105957,92.360287,2023-08-26,--,3.0,0.0,46.21286365
2023,Meghalaya,Newspapers & Media/2023/Meghalaya/78,78.0,Newspapers & Media,Ri Bhoi,Patharkhmah Landslide,Near Patharkhmah Market,--,25.88385,91.615265,26-09-2023,--,2.0,0.0,1.515785843
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/83,,Newspapers & Media,Ri Bhoi,Umiam Dam Landslide,Near Umiam Dam,NH 6,25.653138,91.898077,01-07-2024,,3.0,0.0,494.05
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/96,,Newspapers & Media,West Khasi Hills,Tiehsaw Landslide,Nongstoin-Shillong Highway,,25.529008,91.271797,02-07-2024,,2.0,0.0,170.76
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/97,,Newspapers & Media,West Khasi Hills,Pariong Landslide,Lawbyrtun- Rngikseh road under Mawthadraishan Block,,25.466183,91.514339,02-07-2024,,3.0,0.0,162.64
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/109,,Newspapers & Media,Ri Bhoi,Umiam 4 Landslide,"GS Road, Ri Bhoi",NH 6,25.649229,91.898983,02-07-2024,,3.0,0.0,263.53
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/110,,Newspapers & Media,Ri Bhoi,Umiam 5 Landslide,"GS Road, Ri Bhoi",NH 6,25.650726,91.898692,02-07-2024,,3.0,0.0,263.53
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/111,,Newspapers & Media,Ri Bhoi,Umiam View Point Landslide,"GS Road, Ri Bhoi",NH 6,25.651025,91.893994,02-07-2024,,3.0,0.0,263.53
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/112,,Newspapers & Media,East khasi Hills,Mawlai 2 Landslide,"GS Road, East Khasi Hills",NH 6,25.641388,91.889399,02-07-2024,,3.0,0.0,263.53
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/113,,Newspapers & Media,East khasi Hills,Mawlai 3 Landslide,"GS Road, East Khasi Hills",NH 6,25.640973,91.889427,02-07-2024,,3.0,0.0,50.63
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/1,,Newspapers & Media,East Jaintia Hills,Sonapur Tunnel Landslide,Near Sonapur Tunnel,NH 6,25.105844,92.36018,03-02-2024,4:00 AM,3.0,0.0,2.081
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/107,,Newspapers & Media,South Garo Hills,Baghmara Landslide,Near Baghmara SBI,,25.193381,90.647418,04-07-2024,Morning,2.0,0.0,4.57
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/108,,Newspapers & Media,South Garo Hills,Baghmara 2 Landslide,Near Baghmara Circuit House,,25.210055,90.633676,04-07-2024,,2.0,0.0,13.29
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/184,,Newspapers & Media,West Garo Hills,Koinadubi Landslide,"Koinadubi Village, West Garo Hills",,25.267236,90.237665,04-10-2024,,2.0,1.0,189.37
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/185,,Newspapers & Media,South Garo Hills,Attesia Landslide,"AttesiaSonmong, Gasuapara Region",,25.236002,90.424197,05-10-2024,,2.0,7.0,215.46
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/130,,Newspapers & Media,Ri Bhoi,Umran Landslide,"GS Road, Umran Villahge, Ri Bhoi",,25.781194,91.874717,06-07-2024,,3.0,0.0,28.96
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/148,,Newspapers & Media,East Jaintia Hills,Kuliang Landslide,Kuliang section of National Highway 06,NH 6,25.080525,92.362358,06-08-2024,Early,3.0,0.0,9.4
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/153,,Newspapers & Media,East Jaintia Hills,Sonapur Tunnel Landslide,Near Sonapur Tunnel,NH 6,25.106369,92.361029,06-08-2024,,3.0,0.0,5.14
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/175,,Newspapers & Media,Ri Bhoi,Shangbangla Landslide,Shangbangla Village,NH 6,25.951567,91.865183,06-09-2024,8:00 PM,3.0,0.0,48.08
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/122,,Newspapers & Media,East Jaintia Hills,Kuliang Landslide,Kuliang section of National Highway 06,NH 6,25.08048,92.362414,12-07-2024,Morning,3.0,0.0,102.95
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/155,,Newspapers & Media,East Jaintia Hills,Kuliang Landslide,Kuliang section of National Highway 06,NH 6,25.080525,92.362247,12-08-2024,Morning,3.0,0.0,21.19
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/126,,Newspapers & Media,West Garo Hills,Dadenggre Landslide,"Dadenggre subdivision, Tura",,25.724652,90.193856,13-07-2024,,2.0,0.0,4.07
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/57,,Newspapers & Media,Ri Bhoi,Ri Palei Landslide,Ri Bhoi region,NH 6,25.82781,91.874287,14-06-2024,,2.0,0.0,107
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/58,,Newspapers & Media,Ri Bhoi,Umsamlem Landslide,Ri Bhoi region,NH 6,25.800588,91.875187,14-06-2024,,2.0,0.0,107
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/59,,Newspapers & Media,Ri Bhoi,Umiam Landslide,Ri Bhoi region,NH 6,25.679203,91.899853,14-06-2024,,2.0,0.0,234
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/129,,Newspapers & Media,Ri Bhoi,Pahamrinai Landslide,"GS Road, PahamrinaiVillahge, Ri Bhoi",,25.809077,91.875303,14-07-2024,,3.0,0.0,0.899
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/44,,Newspapers & Media,East Jaintia Hills,Lumshnong 2 Landslide,Lumshnong area along NH 6,NH 6,25.162582,92.38607,15-06-2024,12:25 PM,3.0,0.0,246
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/53,,Newspapers & Media,South West Khasi Hills,Lummawbah Landslide,South West Khasi Hills,,25.568354,91.866635,15-06-2024,,2.0,0.0,140
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/60,,Newspapers & Media,South West Khasi Hills,Mawkyrwat Landslide,Mawkyrwat block,,25.368971,91.466408,15-06-2024,,2.0,0.0,272.9
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/61,,Newspapers & Media,South West Khasi Hills,Ranikor Landslide,Ranikor Block,,25.225818,91.236212,15-06-2024,,2.0,0.0,147.44
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/187,,Newspapers & Media,West Garo Hills,Rongram Landslide,Near Rongram Nepali Baptist Church,NH 217,25.599743,90.257292,15-06-2024,,1.0,0.0,125.69
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/188,,Newspapers & Media,East Garo Hills,Mangrure Landslide 1,Tura Williamnagar Road,SH 1,25.556716,90.420247,15-06-2024,,1.0,0.0,125.69
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/189,,Newspapers & Media,East Garo Hills,Mangrure Landslide 2,Tura Williamnagar Road,SH 1,25.556503,90.420122,15-06-2024,,1.0,0.0,125.69
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/190,,Newspapers & Media,East Garo Hills,Mangrure Landslide 3,Tura Williamnagar Road,SH 1,25.556389,90.420051,15-06-2024,,1.0,0.0,125.69
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/191,,Newspapers & Media,East Garo Hills,Simsang Landslide 1,Tura Williamnagar Road,SH 1,25.549989,90.412596,15-06-2024,,1.0,0.0,125.69
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/192,,Newspapers & Media,East Garo Hills,Simsang Landslide 2,Tura Williamnagar Road,SH 1,25.55002,90.412686,15-06-2024,,1.0,0.0,125.69
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/193,,Newspapers & Media,East Garo Hills,Simsang Landslide 3,Tura Williamnagar Road,SH 1,25.549016,90.408643,15-06-2024,,1.0,0.0,125.69
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/194,,Newspapers & Media,East Garo Hills,Durakalakgre Landslide,Tura Williamnagar Road,SH 1,25.547884,90.385679,15-06-2024,,1.0,0.0,125.69
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/195,,Newspapers & Media,West Garo Hills,Matchurigre Landslide 1,Tura Williamnagar Road,SH 1,25.561542,90.351459,15-06-2024,,1.0,0.0,125.69
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/196,,Newspapers & Media,West Garo Hills,Matchurigre Landslide 2,Tura Williamnagar Road,SH 1,25.561887,90.351379,15-06-2024,,1.0,0.0,125.69
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/197,,Newspapers & Media,West Garo Hills,Matchurigre Landslide 3,Tura Williamnagar Road,SH 1,25.561884,90.351379,15-06-2024,,1.0,0.0,125.69
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/198,,Newspapers & Media,West Garo Hills,Matchurigre Landslide 4,Tura Williamnagar Road,SH 1,25.561705,90.349382,15-06-2024,,1.0,0.0,125.69
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/199,,Newspapers & Media,West Garo Hills,Matchurigre Landslide 5,Tura Williamnagar Road,SH 1,25.557146,90.341414,15-06-2024,,1.0,0.0,125.69
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/200,,Newspapers & Media,West Garo Hills,Matchurigre Landslide 6,Tura Williamnagar Road,SH 1,25.55621,90.341198,15-06-2024,,1.0,0.0,125.69
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/201,,Newspapers & Media,West Garo Hills,Matchurigre Landslide 7,Tura Williamnagar Road,SH 1,25.555088,90.340616,15-06-2024,,1.0,0.0,125.69
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/202,,Newspapers & Media,West Garo Hills,Chasingre Landslide,Tura RongramDedenggre Road,NH 217,25.556378,90.236012,15-06-2024,,1.0,0.0,125.69
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/203,,Newspapers & Media,West Garo Hills,Rongkon Landslide,Near Rongkon Poultry Farm,,25.545538,90.230769,15-06-2024,,1.0,0.0,125.69
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/204,,Newspapers & Media,West Garo Hills,Rengsipara Landslide 1,Paikan Tura Dalu Road,NH 217,25.308286,90.204561,15-06-2024,,1.0,0.0,125.69
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/205,,Newspapers & Media,West Garo Hills,Rengsipara Landslide 2,Paikan Tura Dalu Road,NH 217,25.308134,90.204644,15-06-2024,,1.0,0.0,125.69
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/206,,Newspapers & Media,West Garo Hills,Bolpuchring Landslide 1,Paikan Tura Dalu Road,NH 217,25.496547,90.220672,15-06-2024,,1.0,0.0,125.69
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/207,,Newspapers & Media,West Garo Hills,Bolpuchring Landslide 2,Paikan Tura Dalu Road,NH 217,25.496702,90.221742,15-06-2024,,1.0,0.0,125.69
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/208,,Newspapers & Media,West Garo Hills,Bolpuchring Landslide 3,Paikan Tura Dalu Road,NH 217,25.496123,90.222287,15-06-2024,,1.0,0.0,125.69
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/209,,Newspapers & Media,West Garo Hills,Derengre Landslide,Paikan Tura Dalu Road,NH 217,25.47651,90.223143,15-06-2024,,1.0,0.0,125.69
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/210,,Newspapers & Media,West Garo Hills,Dinasagre Landslide 1,Paikan Tura Dalu Road,NH 217,25.470969,90.220833,15-06-2024,,1.0,0.0,125.69
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/211,,Newspapers & Media,West Garo Hills,Dinasagre Landslide 2,Paikan Tura Dalu Road,NH 217,25.469956,90.220708,15-06-2024,,1.0,0.0,125.69
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/212,,Newspapers & Media,West Garo Hills,Rongbretgre Landslide 1,Paikan Tura Dalu Road,NH 217,25.399736,90.223057,15-06-2024,,1.0,0.0,125.69
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/213,,Newspapers & Media,West Garo Hills,Rongbretgre Landslide 2,Paikan Tura Dalu Road,NH 217,25.396902,90.226635,15-06-2024,,1.0,0.0,125.69
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/214,,Newspapers & Media,West Garo Hills,Rongbretgre Landslide 3,Paikan Tura Dalu Road,NH 217,25.395992,90.22618,15-06-2024,,1.0,0.0,125.69
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/215,,Newspapers & Media,West Garo Hills,Rongbretgre Landslide 4,Paikan Tura Dalu Road,NH 217,25.39366,90.225665,15-06-2024,,1.0,0.0,125.69
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/216,,Newspapers & Media,West Garo Hills,Santogre Landslide 1,Paikan Tura Dalu Road,NH 217,25.355696,90.222252,15-06-2024,,1.0,0.0,125.69
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/217,,Newspapers & Media,West Garo Hills,Santogre Landslide 2,Paikan Tura Dalu Road,NH 217,25.355738,90.222034,15-06-2024,,1.0,0.0,125.69
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/218,,Newspapers & Media,West Garo Hills,Kherapara Landslide 1,Paikan Tura Dalu Road,NH 217,25.338717,90.203781,15-06-2024,,1.0,0.0,125.69
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/219,,Newspapers & Media,West Garo Hills,Kherapara Landslide 2,Paikan Tura Dalu Road,NH 217,25.324709,90.205449,15-06-2024,,1.0,0.0,125.69
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/220,,Newspapers & Media,West Garo Hills,Kherapara Landslide 3,Paikan Tura Dalu Road,NH 217,25.324395,90.205134,15-06-2024,,1.0,0.0,125.69
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/221,,Newspapers & Media,West Garo Hills,Kherapara Landslide 4,Paikan Tura Dalu Road,NH 217,25.324305,90.205068,15-06-2024,,1.0,0.0,125.69
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/222,,Newspapers & Media,West Garo Hills,Dopogre Landslide 1,Paikan Tura Dalu Road,NH 217,25.314873,90.200065,15-06-2024,,1.0,0.0,125.69
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/223,,Newspapers & Media,West Garo Hills,Dopogre Landslide 2,Paikan Tura Dalu Road,NH 217,25.314952,90.200072,15-06-2024,,1.0,0.0,125.69
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/7,,Newspapers & Media,East Khasi Hills,3rd Mile Landslide,Near St Gabriell Primary School,,25.569287,91.856166,16-05-2024,,3.0,0.0,7.69
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/8,,Newspapers & Media,East Khasi Hills,Borma Landslide,"Near Borma College, 3rd Mile",,25.568237,91.856614,16-05-2024,,3.0,0.0,7.69
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/10,,Newspapers & Media,East Khasi Hills,Shillong Landslide,"Near New Assembly builidng, Meghalaya",,25.568556,91.873806,17-05-2024,,2.0,0.0,97.553
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/55,,Newspapers & Media,West Khasi Hills,Markasa Landslide,Markasa village under Mawthadraishan block,,25.52819,91.433141,17-06-2024,,3.0,0.0,312
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/65,,Newspapers & Media,East Jaintia Hills,Karkhana Landslide,Karkhana Village,,25.152774,92.220332,17-06-2024,,2.0,0.0,276
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/159,,Newspapers & Media,East Jaintia Hills,Kuliang Landslide,Kuliang section of National Highway 06,NH 6,25.080525,92.362123,17-08-2024,Afternoon,2.0,0.0,35.89
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/131,,Newspapers & Media,Ri Bhoi,Maupur Landslide,"Near Merrily Service Station, Ri Bhoi",,26.029622,91.869058,18-07-2024,,3.0,0.0,26.66
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/64,,Newspapers & Media,East Khasi Hills,Pomlum Landslide,Pomlum village in Laitlyngkot,,25.518951,91.828582,19-06-2024,,2.0,0.0,349
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/17,,Newspapers & Media,East Jaintia Hills,Sonapur Tunnel Landslide,Near Sonapur Tunnel,NH 6,25.106205,92.360977,27-05-2024,10:00,3.0,0.0,227.273
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/18,,Newspapers & Media,East khasi Hills,Weilong Landslide,East Khasi Hills,,25.363389,91.614595,28-05-2024,Morning,2.0,1.0,278.215
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/19,,Newspapers & Media,East khasi Hills,Mawlai Landslide,East Khasi Hills,,25.62836,91.893134,28-05-2024,4:00 AM,2.0,0.0,292.477
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/20,,Newspapers & Media,East khasi Hills,Mawkynroh Landslide,East Khasi Hills,,25.625808,91.902597,28-05-2024,5:00 AM,2.0,0.0,293.352
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/21,,Newspapers & Media,East khasi Hills,Mawphland Landslide,Mawphland Block,,25.453314,91.751767,28-05-2024,Morning,3.0,0.0,302.408
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/22,,Newspapers & Media,East khasi Hills,Rilbong Landslide,Near Rilbong Beat House,,25.567062,91.871489,28-05-2024,Morning,2.0,0.0,115.358
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/23,,Newspapers & Media,East khasi Hills,Lumparing Landslide,Lower Lumparing,,25.560962,91.881821,28-05-2024,Morning,2.0,0.0,115.358
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/24,,Newspapers & Media,South West Khasi Hills,13 KM Landslide,MR Road,,25.39192932,91.3896869,28-05-2024,Morning,2.0,0.0,73.799
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/81,,Newspapers & Media,East Khasi Hills,Sohiong Landslide,Mawmaram Road,,25.510164,91.700373,28-06-2024,,1.0,0.0,43.61
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/3,,Newspapers & Media,East Jaintia Hills,Sonapur Landslide,Near Sonapur Tunnel,NH 6,25.102667,92.358006,30-04-2024,6:00 PM,3.0,0.0,3.825
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/35,,Newspapers & Media,East Khasi Hills,Nongpriang Landslide,Nongpriang village under Shella Block,,25.271534,91.748951,30-05-2024,,3.0,4.0,564.639
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/42,,Newspapers & Media,East Jaintia Hills,Lumshnong Landslide,Along Lumshnong Road Side,NH 6,25.15457,92.368435,30-05-2024,,3.0,0.0,599.519
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/82,,Newspapers & Media,Ri Bhoi,Umiam 2 Landslide,Near Umiam Fire Station,NH 6,25.669593,91.903928,30-06-2024,,3.0,0.0,114.34
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/87,,Newspapers & Media,Ri Bhoi,Umbang 1 Landslide,"GS Road, Ri Bhoi",NH 6,25.682492,91.900697,30-06-2024,,3.0,0.0,129.28
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/88,,Newspapers & Media,Ri Bhoi,NEPA Landslide,"GS Road, Ri Bhoi",NH 6,25.676048,91.897497,30-06-2024,,3.0,0.0,129.28
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/89,,Newspapers & Media,Ri Bhoi,Umiam 3 Landslide,"GS Road, Ri Bhoi",NH 6,25.675099,91.898378,30-06-2024,,3.0,0.0,114.34
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/90,,Newspapers & Media,Ri Bhoi,Umbang 2 Landslide,"GS Road, Ri Bhoi",NH 6,25.686237,91.902376,30-06-2024,,3.0,0.0,114.34
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/91,,Newspapers & Media,Ri Bhoi,Umbang 3 Landslide,"GS Road, Ri Bhoi",NH 6,25.686801,91.903145,30-06-2024,,3.0,0.0,114.34
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/92,,Newspapers & Media,Ri Bhoi,Sumer Landslide,"GS Road, Ri Bhoi",NH 6,25.692127,91.906341,30-06-2024,,3.0,0.0,129.28
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/93,,Newspapers & Media,Ri Bhoi,Umbang 4 Landslide,"GS Road, Ri Bhoi",NH 6,25.67939,91.899541,30-06-2024,,3.0,0.0,8.6
2025,Meghalaya,Newspapers & Media/2024/Meghalaya/178,,Newspapers & Media,East Jaintia Hills,Kuliang Landslide,Kuliang section of National Highway 06,NH 6,25.080516,92.362183,30-09-2024,,3.0,0.0,90.99
2021,Mizoram,Online Media/2021/Mizoram/24,24.0,Online Media,Langit,Buster landeide,Gusta,,22.805047,92.816885,2021-07-18,-,1.0,,
2021,Mizoram,Onine Meda/2021/Mizoram/,,Onine Meda,Lavngti,Zochachhuah andstide,Zochachhuah,,,,2021-08-26,-,3.0,,14.347686
2021,Mizoram,Onine Meda/2021/Mizoram/,,Onine Meda,Aizawl,Thingsuithlah landslide,Tringsuthiah Vilage,,23.689863,92.859428,2021-10-08,-,,2.0,
2021,Mizoram,Newspaper/2021/Mizoram/,,Newspaper,,,Truamput,,,,2027-06-11,21.90.00,,,17590522
2023,Mizoram,Newspapers & Media/2023/Mizoram/77,77.0,Newspapers & Media,Serchhip,Keitum Landslide,Keitum Village,--,23.233976,92.91265,11-09-2023,--,2.0,1.0,32.64047092
2023,Mizoram,Newspapers & Media/2023/Mizoram/10,10.0,Newspapers & Media,Champhai,Hermon Veng,Near Khawzawl,NH 6,23.491709,93.204533,2023-01-26,7.30 PM,2.0,3.0,0.148348405
2023,Mizoram,Newspapers & Media/2023/Mizoram/24,24.0,Newspapers & Media,Aizawl,Hunthar Landslide,Western outskirts of Aizawl,NH-54,23.745055,92.714248,2023-06-16,--,2.0,0.0,368.9439825
2023,Mizoram,Newspapers & Media/2023/Mizoram/41,41.0,Newspapers & Media,Aizawl,Hunthar  Landslide,Hunthar in western part of Aizawl,NH 54,23.74506,92.71425,2023-07-04,--,2.0,0.0,0.956700019
2023,Mizoram,Newspapers & Media/2023/Mizoram/55,55.0,Newspapers & Media,Aizawl,Vaivakawn Landslide,Vaivakawn Zohnuai area,--,23.742421,92.708782,2023-07-27,--,2.0,0.0,43.21284914
2023,Mizoram,Newspapers & Media/2023/Mizoram/57,57.0,Newspapers & Media,Lawngtlai,Lawngtlai Landslide,Near Lawngtlai town,--,22.518533,92.889308,2023-08-08,--,2.0,0.0,95.14827251
2023,Mizoram,Newspapers & Media/2023/Mizoram/58,58.0,Newspapers & Media,Lunglei,Lunglei Landslide,Near Lunglei town,--,22.880829,92.760969,2023-08-08,--,2.0,0.0,71.49705807
2023,Mizoram,Newspapers & Media/2023/Mizoram/59,59.0,Newspapers & Media,Aizawl,Hunthar Landslide,Western outskirts of Aizawl,NH 6,23.745833,92.713846,2023-08-09,3:00 AM,2.0,0.0,33.47074337
2025,Mizoram,Newspapers & Media/2024/Mizoram/86,,Newspapers & Media,Aizawl,Zuangtui Landslide,Aizawl's Zuangtui locality,,23.75524,92.73935,02-07-2024,7:30 AM 2 3,,,
2025,Mizoram,Newspapers & Media/2024/Mizoram/94,,Newspapers & Media,Aizawl,Bawngkawn Landslide,Aizawl's Bawngkawn locality,,23.75565,92.72946,02-07-2024,Morning,2.0,0.0,338.11
