report_year,state,slide_id,slide_no,source,district,name,location,nh_sh_affected,latitude,longitude,date_of_event,time_of_event,type_of_event,casualty,rainfall_mm
2026,Sikkim,Newspapers & Media/2025/Sikkim/348,27.0,Newspapers & Media,Gyalshin g,Sardong Landslide,Sardung Lungjik Gram Panchayat,,27.28455,88.19555,14-09-2025,-,2.0,1.0,40.92
2026,Sikkim,Newspapers & Media/2025/Sikkim/355,28.0,Newspapers & Media,Mangan,Sangkalang Landslide,Phidang–Sangklang road,,27.50854,88.52689,14-09-2025,-,1.0,0.0,48.74
2026,Tripura,Field Survey/TSAC/2025/Tripura/123,1.0,Field Survey/TSAC,Unakoti,Kaulikura Landslide,,NH 208A,24.29545,92.03338,30-05-2025,-,1.0,0.0,122.0
2026,Tripura,Field Survey/TSAC/2025/Tripura/124,2.0,Field Survey/TSAC,Unakoti,Kaulikura Landslide 2,,NH 208A,24.29546,92.03335,30-05-2025,-,1.0,0.0,122.0
2026,Tripura,Field Survey/TSAC/2025/Tripura/125,3.0,Field Survey/TSAC,Unakoti,Rajnagar Landslide,,NH 208A,24.31149,92.07847,31-05-2025,-,1.0,0.0,3.0
2026,Tripura,Field Survey/TSAC/2025/Tripura/126,4.0,Field Survey/TSAC,Unakoti,Kaulikura Landslide 3,,NH 208A,24.29064,92.03518,30-05-2025,-,1.0,0.0,122.0
2026,Tripura,Field Survey/TSAC/2025/Tripura/127,5.0,Field Survey/TSAC,Unakoti,Kaulikura Landslide 4,,NH 208A,24.29546,92.03336,30-05-2025,-,1.0,0.0,122.0
2026,Tripura,Field Survey/TSAC/2025/Tripura/128,6.0,Field Survey/TSAC,Unakoti,Rajnagar Landslide 2,,NH 208A,24.31148,92.07844,31-05-2025,-,1.0,0.0,3.0
2026,Tripura,Field Survey/TSAC/2025/Tripura/129,7.0,Field Survey/TSAC,Dhalai,Mahabir Landslide,,NH 208,24.11584,91.86679,30-05-2025,-,1.0,0.0,42.0
2026,Tripura,Field Survey/TSAC/2025/Tripura/130,8.0,Field Survey/TSAC,Dhalai,Saikar Landslide,,NH 208,24.10617,91.90209,30-05-2025,-,1.0,0.0,81.0
2026,Tripura,Field Survey/TSAC/2025/Tripura/131,9.0,Field Survey/TSAC,Dhalai,Saikar Landslide 2,,NH 208,24.11743,91.9149,30-05-2025,-,1.0,0.0,81.0
2026,Tripura,Field Survey/TSAC/2025/Tripura/137,10.0,Field Survey/TSAC,Dhalai,Atharamura Landslide,,NH 8,23.88377,91.78459,30-05-2025,-,1.0,0.0,18.0
2026,Tripura,Field Survey/TSAC/2025/Tripura/138,11.0,Field Survey/TSAC,Dhalai,Atharamura Landslide 2,,,23.88962,91.77529,30-05-2025,-,1.0,0.0,18.0
2026,Tripura,Newspapers & Media/2025/Tripura/146,12.0,Newspapers & Media,Unakoti,Dalucherra Landslide,"Dalucherra Village, Chandipur",,23.98938,91.80906,02-06-2025,-,2.0,0.0,0.0
2026,Tripura,Newspapers & Media/2025/Tripura/153,13.0,Newspapers & Media,Unakoti,Baghaichhara Landslide,Under Deorachhara ADC,,24.14672,92.14013,06-06-2025,-,2.0,0.0,8.07
2026,Tripura,Newspapers & Media/2025/Tripura/341,14.0,Newspapers & Media,Unakoti,Shantipur Landslide,Village Near Shantipur HS School,,24.22748,92.0438,12-09-2025,-,2.0,0.0,12.4
