incident_id,report_year,state,district,name,location,nh_sh_affected,latitude,longitude,date_of_event,rainfall_mm,type_of_event,casualty,computed_severity,source,slide_id
1,2021,Arunachal Pradesh,West Kameng,Membachur_Garbow_ landslide,between Membachur and Garbow vilages,,27.188507,92.303984,2021-04-28,20.0,2.0,0.0,0.65,Newspaper,Newspaper/2021/Arunachal Pradesh/14
2,2021,Arunachal Pradesh,West Kameng,BCT Road Landslide,"(CT) road near Saddle, Nechiphu",,27.2676,92.43801,2021-05-05,120.0,2.0,2.0,0.75,Nwspaper,Nwspaper/2021/Arunachal Pradesh/8
3,2021,Arunachal Pradesh,Upper Siang,Pasighat_Yingkiong Landslide,Pasighat fo Vignkiong (100 kns irom Yingkong),NH52,28.206774,95.235101,2021-05-20,120.0,2.0,0.0,0.65,Online Media,Online Media/2021/Arunachal Pradesh/12
4,2021,Arunachal Pradesh,West Kameng,Nechipu_Sadsle_landslide,80;3-km between Nechiphu and Saddle,,27.208119,92.479767,2021-05-25,120.0,3.0,0.0,0.85,Nwspaper,Nwspaper/2021/Arunachal Pradesh/10
5,2021,Arunachal Pradesh,East Siang,tung Landsio,Rotung Vilage at Kebang,,28.07,95.33,2021-05-27,47.8,1.0,0.0,0.35,Online Media,Online Media/2021/Arunachal Pradesh/
6,2021,Arunachal Pradesh,Papum Pare,Papum Pare Landslide,"Near Indra Gandhi Park entry gate, Nanagar",,27.095983,93.622302,2021-05-19,120.0,3.0,0.0,0.85,Onine Meda,Onine Meda/2021/Arunachal Pradesh/
7,2021,Arunachal Pradesh,Papum Pare,Loporang Landside,Leporiang,NH1S,27.09,93.385072,2021-06-08,150.77,2.0,0.0,0.65,Online Media,Online Media/2021/Arunachal Pradesh/1
8,2021,Arunachal Pradesh,West Siang,Garu Landside,"near Gar, 25 km fom Lkaball",,27.796145,94.71936,2021-06-20,120.0,3.0,0.0,0.85,Onine Meda,Onine Meda/2021/Arunachal Pradesh/13
9,2021,Arunachal Pradesh,,Kuthong Landside,Kuthong Vilage in Trap Dstict,,26.1988,95.0961,2021-06-22,120.0,2.0,1.0,0.7,Newspaper,Newspaper/2021/Arunachal Pradesh/
10,2021,Arunachal Pradesh,East Siang,Sangam _brdge_colapse,Sangam Bridge Collapse near Pangin,,28.239722,94.9963,2021-06-27,120.0,3.0,0.0,0.85,Onine Meda,Onine Meda/2021/Arunachal Pradesh/
11,2021,Arunachal Pradesh,,Todelandside,Tode Vilage,,27.985819,94.487808,2021-07-08,73.12,2.0,0.0,0.65,Nwspaper,Nwspaper/2021/Arunachal Pradesh/7
12,2021,Arunachal Pradesh,East Siang,Sik Waterfall Lancsiao|,fowards Pangn and Aso,,28.122058,95.274842,2021-08-13,2.64,3.0,0.0,0.85,Newspaper,Newspaper/2021/Arunachal Pradesh/
13,2021,Arunachal Pradesh,West Siang,Liksbal_ Basar lands,Between Liabell and Basar,,27.09,94.721222,2021-08-13,19.05,2.0,0.0,0.65,Newspaper,Newspaper/2021/Arunachal Pradesh/
14,2021,Arunachal Pradesh,,Raga landslide,Raga headquarters,,27.794025,94.073964,2021-09-08,120.0,3.0,0.0,0.85,Newspaper,Newspaper/2021/Arunachal Pradesh/16
15,2021,Arunachal Pradesh,West Kameng,20_landsides_8CT_road,"West Kameng, Arunachal Pradesh",,27.104442,92.586072,2021-09-20,120.0,2.0,0.0,0.65,Newspaper,Newspaper/2021/Arunachal Pradesh/17
16,2021,Arunachal Pradesh,Upper Siang,Tutng_Yingkong landslide,Between Tuting and Vngkiong,,28.8496,94.740649,2024-08-12,75.21,2.0,0.0,0.65,Newspaper,Newspaper/2021/Arunachal Pradesh/
17,2023,Arunachal Pradesh,Lower Dibang Valley,Roing Anini,Roing Anini Road,NH 313,28.2333,95.7776,2023-02-24,21.31,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2023/Arunachal Pradeshh/1
18,2023,Arunachal Pradesh,Upper Siang,Tuting Landslide,Bomdo_Janbo_Road,NH 13,28.782138,94.860478,2023-03-24,20.0,3.0,0.0,0.85,Newspapers & Media,Newspapers & Media/2023/Arunachal Pradeshh/6
19,2023,Arunachal Pradesh,Upper Siang,Mossing Landslide,Yingkiong_Tuting_Road,Yingkiong_Tuting_Road,28.798957,94.775709,2023-05-05,120.0,3.0,4.0,1.0,Newspapers & Media,Newspapers & Media/2023/Arunachal Pradeshh/7
20,2023,Arunachal Pradesh,Kurung Kumey,Kurung 1,near Kurung bridge,Koloriang to Parsi Parlo road,27.894518,93.435028,2023-05-06,120.0,3.0,0.0,0.85,Newspapers & Media,Newspapers & Media/2023/Arunachal Pradeshh/4
21,2023,Arunachal Pradesh,Kurung Kumey,Kurung 2,"Kurung Kumey, Arunachal Pradesh",Koloriang to Parsi Parlo road,27.89647,93.424103,2023-05-06,120.0,3.0,0.0,0.85,Newspapers & Media,Newspapers & Media/2023/Arunachal Pradeshh/5
22,2023,Arunachal Pradesh,West Kameng,Tippi Landslide,Balipara-Chariduar-Tawang Road (Tippi,NH 13,27.026924,92.610166,2023-06-12,120.0,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2023/Arunachal Pradeshh/17
23,2023,Arunachal Pradesh,Papum Pare,Karsingsa Landslide,"NH-415, between Bandardeva and",NH-415,27.095932,93.828636,2023-06-23,120.0,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2023/Arunachal Pradeshh/33
24,2023,Arunachal Pradesh,Papum Pare,Puroik Landslide,"Papum Pare, Arunachal Pradesh",Nh-415,27.101535,93.671454,2023-06-23,120.0,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2023/Arunachal Pradeshh/34
25,2023,Arunachal Pradesh,West Kameng,Sessa Landslide,Balipara-Charduar-Tawang road,--,27.10699,92.525162,2023-06-23,120.0,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2023/Arunachal Pradeshh/35
26,2023,Arunachal Pradesh,West Siang,Pangin Landslide,Aalo Pangin Landslide,--,28.233721,94.930641,2023-06-23,120.0,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2023/Arunachal Pradeshh/36
27,2023,Arunachal Pradesh,Siang,Pangin Landslide,Pangin Pasighat road section,NH 13,28.095267,95.282822,2023-07-16,78.26,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2023/Arunachal Pradeshh/50
28,2023,Arunachal Pradesh,Upper Subansiri,Taliha Landslide,Donyi Colony in Taliha town,--,28.235584,94.144356,2023-07-28,76.8,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2023/Arunachal Pradeshh/53
29,2023,Arunachal Pradesh,Siang,"NH 13, Pangin Landslide",NH 13,NH 13,28.14251,95.269295,2023-07-28,195.07,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2023/Arunachal Pradeshh/54
30,2023,Arunachal Pradesh,Lower Siang,Siji Landslide,Likabali Aalo Road,--,27.717104,94.697075,2023-08-18,4.32,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2023/Arunachal Pradeshh/64
31,2023,Arunachal Pradesh,West Kameng,Nag Mandir Landslide,Nag Mandir - Rupa Road,NH 13,27.204944,92.547048,2023-08-27,13.4,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2023/Arunachal Pradeshh/72
32,2023,Arunachal Pradesh,West Kameng,Rupa Landslide,Shergaon - Rupa Road,--,27.203191,92.38797,2023-08-27,18.62,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2023/Arunachal Pradeshh/73
33,2023,Arunachal Pradesh,West Kameng,Dengzi Landslide,Dengzi Labor Camp Area,--,27.057521,92.136539,2023-08-27,203.84,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2023/Arunachal Pradeshh/74
34,2023,Arunachal Pradesh,West Kameng,Tenzin Landslide,Kalaktang - Tenzin Gaon Road,--,27.09638,92.218027,2023-08-27,208.62,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2023/Arunachal Pradeshh/75
35,2023,Arunachal Pradesh,Lower Subansiri,Subansiri Landslide,Near Subansiri Hydropower project dam,--,27.552115,94.258982,2023-10-27,0.0,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2023/Arunachal Pradeshh/85
36,2025,Arunachal Pradesh,Papum Pare,Division IV Landslide,"Division IV Landslide area, Itanagar",,27.090926,93.605705,2024-07-01,473.2,3.0,0.0,0.85,Newspapers & Media,Newspapers & Media/2024/Arunachal Pradesh/84
37,2025,Arunachal Pradesh,Papum Pare,Baat Landslide,Itanagar-Baat Road,,27.089317,93.591888,2024-07-01,179.7,3.0,0.0,0.85,Newspapers & Media,Newspapers & Media/2024/Arunachal Pradesh/105
38,2025,Arunachal Pradesh,Siang,Pangin Landslide,Lokpeng and Pangin Tri- junction,,28.233305,94.98636,2024-07-04,3.0,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2024/Arunachal Pradesh/106
39,2025,Arunachal Pradesh,Papum Pare,Karsingsa Landslide,Between Nirjuli and Banderdewa,NH 415,27.121839,93.783633,2024-07-05,106.57,3.0,0.0,0.85,Newspapers & Media,Newspapers & Media/2024/Arunachal Pradesh/118
40,2025,Arunachal Pradesh,Shi Yomi,Shi Yomi Landslide,"Shi Yomi, Arunachal Pradesh",,28.697524,94.316142,2024-07-05,123.13,2.0,1.0,0.7,Newspapers & Media,Newspapers & Media/2024/Arunachal Pradesh/119
41,2025,Arunachal Pradesh,Anjaw,Mompani Landslide,Tezu-Hayuliang road,,28.047143,96.439961,2024-07-05,108.67,3.0,0.0,0.85,Newspapers & Media,Newspapers & Media/2024/Arunachal Pradesh/120
42,2025,Arunachal Pradesh,Kra Daadi,Palin Landslide,Palin- Taraklengdi Road,,27.72775,93.636163,2024-07-05,5.18,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2024/Arunachal Pradesh/121
43,2025,Arunachal Pradesh,Siang,Babuk Landslide,highway between Babuk and Kebang Village,NH 13,28.142494,95.093074,2024-07-06,24.3,3.0,0.0,0.85,Newspapers & Media,Newspapers & Media/2024/Arunachal Pradesh/117
44,2025,Arunachal Pradesh,Tawang,Bramadungch ung Landslide,Near Bramadungchun g Ani Gonpa,,27.611051,91.857654,2024-09-07,9.57,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2024/Arunachal Pradesh/176
45,2025,Arunachal Pradesh,West Kameng,Palizi Landslide,Between Rupa and Seppa,,27.307091,92.792901,2024-07-14,13.1,3.0,0.0,0.85,Newspapers & Media,Newspapers & Media/2024/Arunachal Pradesh/127
46,2025,Arunachal Pradesh,Upper Siang,Bomdo Landslide,Between Ramsing and Bomdo,,28.748529,94.910333,2024-06-15,23.9,3.0,0.0,0.85,Newspapers & Media,Newspapers & Media/2024/Arunachal Pradesh/52
47,2025,Arunachal Pradesh,Kurung Kumey,Pach Nallah Landslide,Between Leel village and Tagum camp/6 kilo under Sangram circle,Road,27.78598,93.542196,2024-05-16,1.8,3.0,0.0,0.85,Newspapers & Media,Newspapers & Media/2024/Arunachal Pradesh/6
48,2025,Arunachal Pradesh,Changlang,Rangfra Landslide,"Near Rangfra Mandir, Changlang",,27.141177,95.746747,2024-06-16,9.29,3.0,0.0,0.85,Newspapers & Media,Newspapers & Media/2024/Arunachal Pradesh/67
49,2025,Arunachal Pradesh,Papum Pare,Karsingsa Landslide,Between Nirjuli and Banderdewa,NH 415,27.121869,93.783419,2024-06-18,47.33,3.0,0.0,0.85,Newspapers & Media,Newspapers & Media/2024/Arunachal Pradesh/62
50,2025,Arunachal Pradesh,Papum Pare,Holongi Landslide,BetweeenHolon gi and Itanagar,NH 415,27.031002,93.621829,2024-07-22,78.83,3.0,0.0,0.85,Newspapers & Media,Newspapers & Media/2024/Arunachal Pradesh/134
51,2025,Arunachal Pradesh,Papum Pare,Itanagar Landslide,Itanagar City Area,NH 415,27.099654,93.62708,2024-06-23,7.91,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2024/Arunachal Pradesh/66
52,2025,Arunachal Pradesh,Dibang Valley,Hunli and Anini,BetweeenHunli and Anini,NH 313,28.233285,95.777581,2024-04-24,31.16,3.0,0.0,0.85,Newspapers & Media,Newspapers & Media/2024/Aarunachal Pradesh/2
53,2025,Arunachal Pradesh,Lower Siang,Siji Landslide,Likabali-Basar- Daporijo Road,NH 13,27.923784,94.711676,2024-06-25,276.6,3.0,0.0,0.85,Newspapers & Media,Newspapers & Media/2024/Arunachal Pradesh/69
54,2025,Arunachal Pradesh,West Kameng,Tippi Landslide,Road connecting Bomdila-Seppa- Tawang.,,27.03649,92.605617,2024-06-26,163.89,3.0,0.0,0.85,Newspapers & Media,Newspapers & Media/2024/Arunachal Pradesh/68
55,2025,Arunachal Pradesh,Siang,Tarak Landslide,Pasighat- Pangin-Aalo road,NH 13,28.226541,94.883203,2024-06-29,173.13,3.0,0.0,0.85,Newspapers & Media,Newspapers & Media/2024/Arunachal Pradesh/71
56,2025,Arunachal Pradesh,Papum Pare,Jullang Landslide,"Ganga Jullang Road, Itanagar",,27.07383,93.6327,2024-06-29,105.53,3.0,0.0,0.85,Newspapers & Media,Newspapers & Media/2024/Arunachal Pradesh/72
57,2025,Arunachal Pradesh,West Siang,Tatu Landslide,AaloMechuka Road,,28.519848,94.361341,2024-06-29,543.15,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2024/Arunachal Pradesh/73
58,2025,Arunachal Pradesh,Lohit,Demwe Landslide,Demwe- Brahmakund Tri Junction to Parashuram Kund-Wakro Road,NH 13,27.886843,96.374843,2024-06-29,339.6,3.0,0.0,0.85,Newspapers & Media,Newspapers & Media/2024/Arunachal Pradesh/75
59,2025,Arunachal Pradesh,Anjaw,Hayuliang Landslide,RamMandir- Tidding-Khupa- Hayuliang- Hawai Road,NH 113,28.06798,96.565515,2024-06-29,386.8,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2024/Arunachal Pradesh/76
60,2025,Arunachal Pradesh,Siang,Babuk Landslide,highway between Babuk and Kebang Village,NH 13,28.142213,95.092954,2024-06-29,197.4,3.0,0.0,0.85,Newspapers & Media,Newspapers & Media/2024/Arunachal Pradesh/80
61,2025,Arunachal Pradesh,East Kameng,Bana Landslide,Bana Chepa Road,NH 13,27.30978,92.958741,2024-06-30,102.74,3.0,0.0,0.85,Newspapers & Media,Newspapers & Media/2024/Arunachal Pradesh/78
62,2025,Arunachal Pradesh,Upper Siang,Jengging Landslide,Pasighat - Mariyang- Yingkiong Road,,28.676866,94.964479,2024-06-30,172.54,3.0,0.0,0.85,Newspapers & Media,Newspapers & Media/2024/Arunachal Pradesh/79
63,2025,Arunachal Pradesh,Kurung Kumey,Rengchi Landslide,Rengchi area in Kurung,,27.895164,93.430041,2024-06-30,453.17,3.0,0.0,0.85,Newspapers & Media,Newspapers & Media/2024/Arunachal Pradesh/85
64,2021,Assam,Kamrup Metro,Water_works_colony landslide,water Werks Colony,,26.162764,91.694598,2021-06-18,125.17,2.0,1.0,0.7,Onine Meda,Onine Meda/2021/Assam/72
65,2021,Assam,Kamrup Metro,Borabar_landside,Borba,,26.154238,91.810529,2021-08-06,95.0,2.0,1.0,0.7,Nwspaper,Nwspaper/2021/Assam/75
66,2021,Assam,Nagson,Burapahar Landsie,Kaliabor,N39,26.574761,93.110006,2021-08-25,7.91,3.0,0.0,0.85,Newspaper,Newspaper/2021/Assam/72
67,2021,Assam,Kamrup Metro,Pandu_Iandslide,Gunahat,,26.170251,91.690164,2021-10-20,15.0,2.0,0.0,0.65,Newspaper,Newspaper/2021/Assam/74
68,2023,Assam,Kamrup Metro,Kharguli Landslide,Kharguli hill,--,26.19676,91.76544,2023-10-06,64.05,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2023/Assam/80
69,2023,Assam,Kamrup Metro,Bamunimaidam Landslide,Bamunimaidam area,--,26.187105,91.793724,2023-10-06,64.05,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2023/Assam/81
70,2023,Assam,Kamrup Metro,Lechubagan Landslide,"Hengrabari Area, Guwahati",--,26.152334,91.798065,2023-10-07,3.36,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2023/Assam/82
71,2023,Assam,Kamrup Metro,Kahilipara Landslide,"Kahilipara, Guwahati",--,26.141897,91.75701,2023-10-07,3.36,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2023/Assam/83
72,2023,Assam,Dhemaji,Subansiri Lower Hydroelectric Project,Gerukamukh,--,27.554682,94.259927,2023-04-03,9.3,1.0,0.0,0.35,Newspapers & Media,Newspapers & Media/2023/Assam/8
73,2023,Assam,Kamrup Metro,Dhirenpara Landslide,Katahbari Main Road area,--,26.123803,91.719487,2023-06-17,176.45,2.0,1.0,0.7,Newspapers & Media,Newspapers & Media/2023/Assam/23
74,2023,Assam,Kamrup,Joramuhuria-Khokhapara road,Joramuhuria-Khokhapara road,--,25.894901,91.43331,2023-06-29,74.82,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2023/Assam/40
75,2023,Assam,Cachar,Lalpani Landslide,"NH-37, Lalpani area",NH-37,24.795353,93.038339,2023-08-21,1.96,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2023/Assam/66
76,2025,Assam,Dima Hasao,Jatinga Landslide,Between Jatinga and Harangajao Station,,25.109872,92.891914,2024-05-01,15.65,3.0,0.0,0.85,Newspapers & Media,Newspapers & Media/2024/Assam/4
77,2025,Assam,Cachar,Damcherra Landslide,Badarpur Pahar line,,25.019471,92.76249,2024-05-03,9.76,3.0,0.0,0.85,Newspapers & Media,Newspapers & Media/2024/Assam/5
78,2025,Assam,Kamrup Metro,Katahbari Landslide,"Masjid Road No. 1, Katahbari",,26.125215,91.71827,2024-06-03,70.83,3.0,1.0,0.9,Newspapers & Media,Newspapers & Media/2024/Assam/36
79,2025,Assam,Kamrup Metro,Gramya Nagar Landslide,"Gramya Nagar Path, Pandu",,26.160366,91.698208,2024-06-03,72.56,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2024/Assam/37
80,2025,Assam,Kamrup Metro,8th Mile Landslide,"8th Mile Area, Jorabat",,26.111529,91.846223,2024-07-04,35.38,2.0,2.0,0.75,Newspapers & Media,Newspapers & Media/2024/Assam/115
81,2025,Assam,Dima Hasao,Damchera Landslide,SilcharHaflong Road section,NH 27,25.006926,92.747317,2024-08-10,0.0,3.0,0.0,0.85,Newspapers & Media,Newspapers & Media/2024/Assam/154
82,2025,Assam,Kamrup Metro,Bonda Landslide,"Guwahati’s Bonda locality, Amgaon",,26.179508,91.829241,2024-07-12,182.02,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2024/Assam/125
83,2025,Assam,Karimganj,Bendargool Landslide,Between Gainachora- Bendargool village,,24.787043,92.523786,2024-06-19,199.48,2.0,5.0,0.9,Newspapers & Media,Newspapers & Media/2024/Assam/63
84,2025,Assam,Tinsukia,Tikok Landslide,Situated between Bargolai and Namdang under the Tikok colliery in Ledo,,27.282038,95.738226,2024-05-26,21.02,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2024/Assam/11
85,2025,Assam,Dhemaji,Subansiri Landslide,NHPC Lower Subansiri Hydroelectricity Project in Gogamukh,,27.532524,94.263033,2024-05-27,50.17,2.0,1.0,0.7,Newspapers & Media,Newspapers & Media/2024/Assam/12
86,2025,Assam,Kamrup Metro,Krishna Nagar Landslide,Lal Ganesh Area,,26.144954,91.747639,2024-05-29,206.56,2.0,1.0,0.7,Newspapers & Media,Newspapers & Media/2024/Assam/32
87,2025,Assam,Dima Hasao,Mahur Landslide,Mahur Lasang Road,NH 27,25.179895,93.116465,2024-05-30,154.66,3.0,0.0,0.85,Newspapers & Media,Newspapers & Media/2024/Assam/38
88,2025,Assam,Dima Hasao,Lungkhok Landslide,"Road side, Lungkhok",,25.202045,93.01028,2024-05-30,511.0,3.0,0.0,0.85,Newspapers & Media,Newspapers & Media/2024/Assam/39
89,2025,Assam,Dima Hasao,Bethel Landslide,"Road side, Bethel",,25.1934,93.020431,2024-05-30,373.12,3.0,0.0,0.85,Newspapers & Media,Newspapers & Media/2024/Assam/40
90,2025,Assam,Kamrup Metro,Rudra Nagar Landslide,"Chandmari, Guwahati",,26.190964,91.775725,2024-05-30,44.78,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2024/Assam/41
91,2021,Manipur,Senapat,Tujang_Waichong landslide,Between Tujang Weichong and Selsi Vilage,,25.217862,93.920128,2021-05-06,75.0,2.0,0.0,0.65,Online Media,Online Media/2021/Manipur/22
92,2021,Manipur,,Mini_Secretariat landlsice,"ini Secretariat Complex, Hamlekhong",,25.091769,94.358421,2021-05-16,75.0,1.0,0.0,0.35,Nwspaper,Nwspaper/2021/Manipur/50
93,2021,Manipur,Tamenglong,Tamel2_andside,Tam Vilage,,25.158208,93.677995,2021-06-07,75.0,3.0,0.0,0.85,Onine Meda,Onine Meda/2021/Manipur/
94,2021,Manipur,,Tame ands,Tama Vilage,,25.158208,95.677005,2021-06-28,75.0,3.0,0.0,0.85,Onine Meds,Onine Meds/2021/Manipur/
95,2021,Manipur,,Sibiong_tomple._landsido,Sibiong Temple,,24.787368,93.932595,2021-07-19,75.0,1.0,0.0,0.35,Onine Meds,Onine Meds/2021/Manipur/
96,2021,Manipur,,Thingou_lendside,Nungba PS.,,24.610059,93.440246,2021-07-19,75.0,1.0,3.0,0.5,Nwspaper,Nwspaper/2021/Manipur/28
97,2021,Manipur,Chandel,Chahmollandside,chahmal Vilage,,24.219568,94.180248,2021-07-26,75.0,3.0,0.0,0.85,Onine Meda,Onine Meda/2021/Manipur/
98,2021,Manipur,,Lamienkon landslide,Lamienkon in Tung Valchong,,25.241119,93.857702,2021-08-02,75.0,1.0,0.0,0.35,Nwspaper,Nwspaper/2021/Manipur/23
99,2021,Manipur,,Awang_khul_Iandside|,5 km away fom Anang Khul Vilage,NH87,24.2604,93.56119,2021-08-16,75.0,3.0,0.0,0.85,Nwspaper,Nwspaper/2021/Manipur/25
100,2021,Manipur,Churachandpur,S_klep_landside,5 Krolep village,,24.503658,93.509375,2021-08-20,75.0,2.0,0.0,0.65,Nwspaper,Nwspaper/2021/Manipur/24
101,2021,Manipur,Chandel,Khuimulen-Sajiklandside,Khuimulen-Safk Road in Sak Valley,,26.005219,93.915829,2021-10-08,10.0,2.0,0.0,0.65,Newspaper,Newspaper/2021/Manipur/52
102,2023,Manipur,Noney,Awangkhul Landslide,Jiribam Imphal Road,NH 37,24.820487,93.550414,2023-08-16,5.34,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2023/Manipur/62
103,2023,Manipur,Noney,Khongsang Landslide,Imphal Silchar Road,NH 37,24.826582,93.477731,2023-08-16,0.0,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2023/Manipur/63
104,2023,Manipur,Noney,Awangkhul Landslide,Jiribam Imphal Road,NH 37,24.820481,93.55041,2023-08-20,0.0,3.0,2.0,0.95,Newspapers & Media,Newspapers & Media/2023/Manipur/65
105,2025,Manipur,Bishnupur,Thanga Part I Landslide,Thanga Part I Gram Panchayat,,24.53455,93.83401,2024-08-01,29.43,3.0,0.0,0.85,Newspapers & Media,Newspapers & Media/2024/Manipur/143
106,2025,Manipur,Bishnupur,Thanga Part II Landslide,Thanga Part II Gram Panchayat,,24.52563,93.81729,2024-08-01,30.67,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2024/Manipur/144
107,2025,Manipur,Bishnupur,Thanga Ngaram Landslide,Thanga NgaramChinkha Region,,24.5226,93.81477,2024-08-01,29.43,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2024/Manipur/145
108,2025,Manipur,Bishnupur,Oinam Landslide,OinamLeikai,,24.73502,93.919,2024-08-01,12.63,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2024/Manipur/146
109,2025,Manipur,Bishnupur,Heisnam Landslide,Thanga Region,,24.52711,93.82001,2024-08-01,29.43,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2024/Manipur/147
110,2025,Manipur,Noney,AwangkhulRa ngkhung Landslide,Between Awangkhul and Langkhong,NH 37,24.83803,93.5706,2024-10-01,2.21,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2024/Manipur/182
111,2025,Manipur,Ukhrul,MongkotChep u Landslide,Imphal Ukhrul Road,NH 202,24.95445,94.21625,2024-07-02,428.38,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2024/Manipur/98
112,2025,Manipur,Ukhrul,Kazipphung Landslide,Imphal-Ukhrul Road,NH 202,25.06391,94.34178,2024-07-03,37.95,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2024/Manipur/100
113,2025,Manipur,Kangpokpi,Kangpokpi Landslide,Between Daili village and Yaikongpao village,NH 2,25.13191,93.96529,2024-07-04,32.18,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2024/Manipur/114
114,2025,Manipur,Jiribam,JiribamSonapu r Landslide,"Sonapur Gram Panchayat, Jiribam",,24.75096,93.13879,2024-08-06,71.32,2.0,1.0,0.7,Newspapers & Media,Newspapers & Media/2024/Manipur/150
115,2025,Manipur,Churachandpur,Nungba Landslide,Near Nungba region,NH 37,24.75648,93.42788,2024-08-07,34.76,3.0,0.0,0.85,Newspapers & Media,Newspapers & Media/2024/Manipur/151
116,2025,Manipur,Tamenglong,Kaimai Landslide,Kaimai Village area,NH 37,24.72047,93.26164,2024-08-07,40.56,3.0,0.0,0.85,Newspapers & Media,Newspapers & Media/2024/Manipur/152
117,2025,Manipur,Ukhrul,Hamleikhong Landslide,Hamleikhong Area,,25.092,94.35854,2024-08-12,26.8,2.0,1.0,0.7,Newspapers & Media,Newspapers & Media/2024/Manipur/157
118,2025,Manipur,Kangpokpi,K. Sinam Landslide,K. Sinam Village in Kangpokpi District along NH-37,NH 37,24.78893,93.73187,2024-08-18,104.36,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2024/Manipur/160
119,2025,Manipur,Noney,Awangkhul Landslide,Noney District along NH-37,NH 37,24.81961,93.55647,2024-08-18,104.36,3.0,0.0,0.85,Newspapers & Media,Newspapers & Media/2024/Manipur/161
120,2025,Manipur,Ukhrul,Kasom Landslide,Near Kasom Village,,24.67507,94.27133,2024-05-27,89.18,3.0,0.0,0.85,Newspapers & Media,Newspapers & Media/2024/Manipur/16
121,2025,Manipur,Imphal,Imphal Landslide,Imphal Jiribam Road,NH 37,24.78167,93.7777,2024-05-28,347.35,3.0,0.0,0.85,Newspapers & Media,Newspapers & Media/2024/Manipur/30
122,2025,Manipur,Senapati,Senapati Landslide,Senapati Thonglang Road,,25.26763,93.97409,2024-05-28,271.77,2.0,1.0,0.7,Newspapers & Media,Newspapers & Media/2024/Manipur/31
123,2025,Manipur,Tamenglong,Dimthanlong L andslide,"Dimthanlong village, Tamenglong Ward No. 3",,24.98131,93.49901,2024-07-29,1.19,2.0,2.0,0.75,Newspapers & Media,Newspapers & Media/2024/Manipur/139
124,2025,Manipur,Imphal East,Sinam Landslide,Along NH-37 near K. Sinam village,NH 37,24.7764,93.79057,2024-07-29,11.86,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2024/Manipur/140
125,2025,Manipur,Tamenglong,Rengpang Landslide,Between Nungba and Rengpang villages,NH 37,24.76632,93.43601,2024-07-29,0.0,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2024/Manipur/141
126,2025,Manipur,Tamenglong,Taodaijang Landslide,Between Taodaijang and Rengpang village,,24.75121,93.46316,2024-07-29,0.0,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2024/Manipur/142
127,2021,Meghalaya,,Sonapani_tandside,"Sonapani Hycro-Elecric Power Project,",,25.585645,91.26468,2021-02-28,25.0,1.0,0.0,0.35,Nwspaper,Nwspaper/2021/Meghalaya/18
