incident_id,report_year,state,district,name,location,nh_sh_affected,latitude,longitude,date_of_event,rainfall_mm,type_of_event,casualty,computed_severity,source,slide_id
445,2026,Assam,Dima Hasao,Lower Songpijang Area Landslide 3,"Dima Hasao, Assam",,25.17,93.02,2025-06-02,0.0,2.0,1.0,0.7,ASDMA,ASDMA/2025/Assam/182
446,2026,Assam,Dima Hasao,Songpijang Landslide,songpijang Village,,25.16,93.02,2025-06-02,0.0,2.0,1.0,0.7,ASDMA,ASDMA/2025/Assam/183
447,2026,Assam,Dima Hasao,Laisong Landslide,"Dima Hasao, Assam",,25.21,93.3,2025-06-03,2.0,2.0,1.0,0.7,ASDMA,ASDMA/2025/Assam/184
448,2026,Assam,Dima Hasao,Dautohaj Landslide,"Dima Hasao, Assam",,25.23,93.15,2025-06-03,1.0,2.0,1.0,0.7,ASDMA,ASDMA/2025/Assam/185
449,2026,Assam,Dima Hasao,Khumarcherra Landslide,"Dima Hasao, Assam",,24.97,93.13,2025-06-03,6.0,2.0,1.0,0.7,ASDMA,ASDMA/2025/Assam/186
450,2026,Assam,Dima Hasao,Haflong Landslide 2,Shillong Silchar Road,,25.19,93.12,2025-06-03,0.0,2.0,1.0,0.7,ASDMA,ASDMA/2025/Assam/187
451,2026,Assam,Dima Hasao,Kipeilo Landslide,Village Approach Road,,25.23,93.35,2025-06-03,1.0,2.0,1.0,0.7,ASDMA,ASDMA/2025/Assam/188
452,2026,Assam,Dima Hasao,Gamvom Landslide,"GamvomtoJinam Hmar Via Ngalsong, New",,25.17,93.17,2025-06-03,0.0,2.0,1.0,0.7,ASDMA,ASDMA/2025/Assam/189
453,2026,Assam,Dima Hasao,Lasang Landslide,Ngalsong In between Mahur and Lasang,,25.18,93.12,2025-06-03,0.0,2.0,1.0,0.7,ASDMA,ASDMA/2025/Assam/190
454,2026,Assam,Dima Hasao,Asonghaju Landslide,In between Asonghaju to,,25.18,93.12,2025-06-03,24.0,2.0,1.0,0.7,ASDMA,ASDMA/2025/Assam/191
455,2026,Assam,Dima Hasao,Hange Naga Landslide,Borowapu Near Hange NgenteVillage,,25.16,93.12,2025-06-03,0.0,2.0,1.0,0.7,ASDMA,ASDMA/2025/Assam/192
456,2026,Assam,Dima Hasao,N.Thingvom Landslide,In Between Thingbongto,,25.97,93.13,2025-06-03,0.0,2.0,1.0,0.7,ASDMA,ASDMA/2025/Assam/193
457,2026,Assam,Dima Hasao,Maharajpur Landslide,ChelleiViaP.Paisa In Between Harangajao Old Rly Station to,,25.12,92.86,2025-06-03,0.0,2.0,1.0,0.7,ASDMA,ASDMA/2025/Assam/194
458,2026,Assam,Dima Hasao,LodiKuki Landslide,Maharajpur Village LodiKuki Village Approach Road,,25.12,92.85,2025-06-03,0.0,2.0,1.0,0.7,ASDMA,ASDMA/2025/Assam/195
459,2026,Assam,Dima Hasao,Dimbricherra Landslide,Dibrucherra VillageAppraoch,,25.03,93.17,2025-06-03,0.0,2.0,1.0,0.7,ASDMA,ASDMA/2025/Assam/196
460,2026,Assam,Dima Hasao,Jinam Ghat Landslide,Road Between Jinamghat,,25.03,93.2,2025-06-03,0.0,2.0,1.0,0.7,ASDMA,ASDMA/2025/Assam/197
461,2026,Assam,Dima Hasao,LodiKachari Landslide,Vongzol Village LodiKachari Village Road,,24.99,93.06,2025-06-03,2.0,2.0,1.0,0.7,ASDMA,ASDMA/2025/Assam/198
462,2026,Assam,Dima Hasao,Harangajao Bazar Landslide,In Between Harangajao Market to Choto,,25.12,92.85,2025-06-03,0.0,2.0,1.0,0.7,ASDMA,ASDMA/2025/Assam/199
463,2026,Assam,Dima Hasao,Doiheng Landslide,Lokha In Between Retzawl to,,25.1,92.98,2025-06-03,0.0,2.0,1.0,0.7,ASDMA,ASDMA/2025/Assam/200
464,2026,Assam,Dima Hasao,Laisong Landslide,Doiheng in Between Raja Bazar end to,,24.99,93.17,2025-06-03,6.0,2.0,1.0,0.7,ASDMA,ASDMA/2025/Assam/201
465,2026,Assam,Dima Hasao,Yeabra Landslide,Hangrum,,25.29,93.14,2025-06-04,0.0,2.0,1.0,0.7,ASDMA,ASDMA/2025/Assam/202
466,2026,Assam,Dima Hasao,Gunjung Landslide,"Dima Hasao, Assam",,25.32,93.09,2025-06-04,0.0,2.0,1.0,0.7,ASDMA,ASDMA/2025/Assam/203
467,2026,Assam,Dima Hasao,Maibang Landslide,"Dima Hasao, Assam",,25.4,93.28,2025-06-04,24.0,2.0,1.0,0.7,ASDMA,ASDMA/2025/Assam/204
468,2026,Assam,Dima Hasao,Khengjol Landslide,"Dima Hasao, Assam",,25.33,93.33,2025-06-04,0.0,2.0,1.0,0.7,ASDMA,ASDMA/2025/Assam/205
469,2026,Assam,Dima Hasao,Manderdisa-I Landslide,"Dima Hasao, Assam",,25.74,93.14,2025-06-04,0.0,2.0,1.0,0.7,ASDMA,ASDMA/2025/Assam/206
470,2026,Assam,Dima Hasao,Langting HasinPart-I Landslide,"Dima Hasao, Assam",,25.5,93.11,2025-06-04,1.0,2.0,1.0,0.7,ASDMA,ASDMA/2025/Assam/207
471,2026,Assam,Dima Hasao,Mailu Landslide,"Dima Hasao, Assam",,25.5,93.2,2025-06-04,1.0,2.0,1.0,0.7,ASDMA,ASDMA/2025/Assam/208
472,2026,Assam,Dima Hasao,Mongon Landslide,"Dima Hasao, Assam",,25.17,93.0,2025-06-04,3.0,2.0,1.0,0.7,ASDMA,ASDMA/2025/Assam/209
473,2026,Assam,Dima Hasao,Maibang Landslide 1,"Dima Hasao, Assam",,25.51,93.12,2025-06-04,1.0,2.0,1.0,0.7,ASDMA,ASDMA/2025/Assam/210
474,2026,Assam,Dima Hasao,Maibang Landslide 2,"Dima Hasao, Assam",,25.38,93.08,2025-06-04,0.0,2.0,1.0,0.7,ASDMA,ASDMA/2025/Assam/211
475,2026,Assam,Dima Hasao,Haflong Landslide3,"Dima Hasao, Assam",,25.15,93.02,2025-06-04,2.0,2.0,1.0,0.7,ASDMA,ASDMA/2025/Assam/212
476,2026,Assam,Dima Hasao,Haflong Landslide 4,"Dima Hasao, Assam",,25.43,93.03,2025-06-04,0.0,2.0,1.0,0.7,ASDMA,ASDMA/2025/Assam/213
477,2026,Assam,Dima Hasao,Jatinga Landslide 2,Between Jatinga and Harangajao,NH 27,25.11285,92.95435,2025-06-21,0.37,2.0,1.0,0.7,Newspapers & Media,Newspapers & Media/2025/Assam/215
478,2026,Assam,Dima Hasao,Jatinga Lampur Landslide,Between Jatinga Lampur Section,,25.11044,92.9441,2025-06-22,0.15,2.0,1.0,0.7,Newspapers & Media,Newspapers & Media/2025/Assam/216
479,2026,Assam,Dima Hasao,Miyungkro Landslide,In between KVK Miyungkro and Jatinga Lampur,,25.11312,92.95425,2025-06-23,10.19,2.0,3.0,0.8,ASDMA,ASDMA/2025/Assam/221
480,2026,Assam,Dima Hasao,Mupa Landslide 2,Station. Near Mupa Station,,25.37257,93.12366,2025-07-03,16.92,2.0,2.0,0.75,Newspapers & Media,Newspapers & Media/2025/Assam/223
481,2026,Assam,Dima Hasao,Mupa Landslide 2,between Mupa and Dihakho,,25.37249,93.1237,2025-07-06,115.75,2.0,24.0,1.0,Newspapers & Media,Newspapers & Media/2025/Assam/228
482,2026,Assam,Dima Hasao,Dehangi Landslide,stations Dehangi Khejurbond Road,,25.43087,93.02701,2025-07-05,74.04,2.0,1.0,0.7,ASDMA,ASDMA/2025/Assam/229
483,2026,Assam,Dima Hasao,Lungkhok Landslide,Between Lungkhok and,,25.19841,93.01813,2025-07-06,121.33,2.0,1.0,0.7,ASDMA,ASDMA/2025/Assam/230
484,2026,Assam,Hojai,Pub Lumding Landslide,Lower Haflong Pub Lumding NC Village,NH 27,25.81746,93.1089,2025-07-05,48.1,2.0,3.0,0.8,ASDMA,ASDMA/2025/Assam/231
485,2026,Assam,Hojai,Pub Lumding Landslide 2,Pub Lumding NC Village,NH 27,25.81765,93.10887,2025-07-07,54.35,2.0,1.0,0.7,ASDMA,ASDMA/2025/Assam/238
486,2026,Assam,Dima Hasao,Joro Landslide,Khejurbond Kuladisa Road,,25.37301,93.18649,2025-07-07,38.47,2.0,1.0,0.7,ASDMA,ASDMA/2025/Assam/239
487,2026,Assam,Dima Hasao,Jagdi Landslide,PMB Road,,25.29889,93.20028,2025-07-07,71.59,2.0,3.0,0.8,ASDMA,ASDMA/2025/Assam/240
488,2026,Assam,Dima Hasao,Maibang Semkhor Landslide,Maibang Semkhor Road 9th Km,,25.2678,93.19115,2025-07-10,49.56,2.0,1.0,0.7,ASDMA,ASDMA/2025/Assam/241
489,2026,Assam,Dima Hasao,Maibang Semkhor Landslide 2,Maibang Semkhor Road 10th Km,,25.26622,93.19784,2025-07-10,49.56,2.0,1.0,0.7,ASDMA,ASDMA/2025/Assam/242
490,2026,Assam,Dima Hasao,N. Sobojai Landslide,N. Sobojai Village,,25.22055,93.1795,2025-07-10,49.56,2.0,1.0,0.7,ASDMA,ASDMA/2025/Assam/243
491,2026,Assam,Dima Hasao,Hangrum Landslide,Between Mahur Tamenglong Road,,25.13764,93.30183,2025-07-16,0.0,2.0,2.0,0.75,Newspapers & Media,Newspapers & Media/2025/Assam/253
492,2026,Assam,Kamrup,Lampi Landslide,Langturi Hills near Boko,,25.76166,91.20884,2025-07-26,46.91,2.0,2.0,0.75,Newspapers & Media,Newspapers & Media/2025/Assam/261
493,2026,Assam,Dima Hasao,Daoban Landslide,Dauban to Patharkot Road,,25.13194,93.15222,2025-08-14,71.0,2.0,1.0,0.7,ASDMA,ASDMA/2025/Assam/313
494,2026,Assam,Nagaon,Lumding Landslide,Lumding-Lanka National Highway,NH 27,25.8273,93.09166,2025-09-14,33.6,2.0,2.0,0.75,Newspapers & Media,Newspapers & Media/2025/Assam/346
495,2026,Assam,Dima Hasao,Koliadisa Landslide,Koliadisa Khejurbond road,,25.37973,93.19382,2025-09-11,24.0,2.0,1.0,0.7,ASDMA,ASDMA/2025/Assam/350
496,2026,Assam,Kamrup Metro,Rupnagar Landslide 2,"Paharia Path, Rupnagar",,26.15786,91.75622,2025-09-14,88.02,2.0,2.0,0.75,Newspapers & Media,Newspapers & Media/2025/Assam/353
497,2026,Assam,Sribhumi,Mogam Landslide,Bogligul Area,,24.84245,92.55412,2025-09-14,86.43,2.0,2.0,0.75,Newspapers & Media,Newspapers & Media/2025/Assam/356
498,2026,Assam,Cachar,Lakhipur Landslide,Jujang hill area,NH 37,24.79598,93.04549,2025-10-12,34.21,2.0,2.0,0.75,Newspapers & Media,Newspapers & Media/2025/Assam/366
499,2026,Manipur,Tamenglong,Awangkhul Landslide,between Nungkao and New Kaiphundai,NH 37,24.81954,93.55622,2025-05-31,1.0,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2025/Manipur/63
500,2026,Manipur,Tamenglong,Awangkhul Landslide,between Nungkao and New Kaiphundai,NH 37,24.81954,93.55622,2025-06-04,0.0,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2025/Manipur/148
501,2026,Manipur,Noney,Luangchum Landslide,"Noney, Manipur",NH 37,24.81968,93.55658,2025-07-16,0.0,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2025/Manipur/252
502,2026,Manipur,Noney,Irang Landslide,Old Cachar Road,,24.71849,93.50026,2025-07-18,5.89,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2025/Manipur/254
503,2026,Manipur,Tamenglong,Oinamlong Landslide,Imphal Jiribam Road Section,NH 37,24.76364,93.25606,2025-07-18,3.23,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2025/Manipur/255
504,2026,Manipur,Noney,Awangkhu Landslide,"Noney, Manipur",,24.82595,93.56125,2025-09-14,150.47,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2025/Manipur/343
505,2026,Manipur,Kamjong,Louphong Landslide,Louphong Village,,24.82736,94.14948,2025-09-15,18.43,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2025/Manipur/351
506,2026,Manipur,Senapati,Khongnem Landslide,Between Senapati and Mao Gate,NH 2,25.35325,94.06428,2025-09-15,82.9,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2025/Manipur/352
507,2026,Manipur,Tamenglong,Kaiphundai La ndslide,between Kaiphundai and New Kaiphundai K. Sinam and Sehjang,NH 37,24.79605,93.23299,2025-06-15,97.42,3.0,0.0,0.85,Newspapers & Media,Newspapers & Media/2025/Manipur/156
508,2026,Manipur,Kangpokpi,Nungdolan Landslide,villages near Nungdolan,NH-37,24.79515,93.72353,2025-05-30,41.89,3.0,0.0,0.85,Newspapers & Media,Newspapers & Media/2025/Manipur/20
509,2026,Manipur,Tamenglong,Name Nungdalal Landslide,Nungdalal under Nungba Police Station,Affected NH 37,24.76901,93.31356,2025-03-15,24.0,1.0,0.0,0.35,Newspapers & Media,Newspapers & Media/2025/Manipur/4
510,2026,Manipur,Tengnoupal,Moreh Landslide,Imphal to Moreh on the India–Myanmar,NH 102,24.28426,94.28072,2025-06-16,87.66,1.0,0.0,0.35,Newspapers & Media,Newspapers & Media/2025/Manipur/157
511,2026,Manipur,Noney,Rangkhung Landslide,border between Rongchum and Rangkhung,,24.86288,93.58483,2025-06-19,17.88,1.0,0.0,0.35,Newspapers & Media,Newspapers & Media/2025/Manipur/214
512,2026,Manipur,Tamenglong,Kaiphundai La ndslide 2,locations in Luwangchum and,NH 37,24.79617,93.23306,2025-06-24,60.33,1.0,0.0,0.35,Newspapers & Media,Newspapers & Media/2025/Manipur/217
513,2026,Manipur,Tamenglong,Khongsang Landslide,Ramchung villages Imphal–Jiribam Road,NH 37,24.83812,93.48323,2025-09-03,26.03,1.0,0.0,0.35,Newspapers & Media,Newspapers & Media/2025/Manipur/320
514,2026,Manipur,Senapati,Maram Landslide,Maram-Peren Road,,25.42102,94.0741,2025-09-17,0.0,1.0,0.0,0.35,Newspapers & Media,Newspapers & Media/2025/Manipur/360
515,2026,Manipur,Ukhrul,Ukhrul NH 102A Landslide,Ukhrul–Tolloi–Tadubi Road,NH 102A,25.11157,94.35087,2025-09-17,0.0,1.0,0.0,0.35,Newspapers & Media,Newspapers & Media/2025/Manipur/361
516,2026,Meghalaya,East Jaintia Hills,Sonapur Tunnel Landslide,Near Sonapur Tunnel,NH 6,25.10562,92.36161,2025-03-18,0.0,1.0,0.0,0.35,Newspapers & Media,Newspapers & Media/2025/Meghalaya/5
517,2026,Meghalaya,East Jaintia Hills,Dona Skur Landslide,Dona Skur along NH 6,NH 6,25.04859,92.40813,2025-05-11,11.8,3.0,0.0,0.85,Newspapers & Media,Newspapers & Media/2025/Meghalaya/10
518,2026,Meghalaya,East Jaintia Hills,Kulinag Landslide Umling (GS,Along NH-6 Kuliang,NH 6,25.08055,92.36236,2025-05-20,0.75,1.0,0.0,0.35,Newspapers & Media,Newspapers & Media/2025/Meghalaya/17
519,2026,Meghalaya,Ri Bhoi,Road) Landslide,"Near Jiva Resort, Ri Bhoi",NH 6,25.9249,91.87609,2025-05-24,61.34,3.0,0.0,0.85,Field Survey,Field Survey/2025/Meghalaya/19
520,2026,Meghalaya,Ri Bhoi,Umiam Landslide 1,Near Umiam Dam,NH 6,25.66,91.9,2025-05-30,227.31,1.0,0.0,0.35,Field Survey,Field Survey//2025/Meghalaya/24
521,2026,Meghalaya,East Khasi Hills,Mawlai Landslide,"East Khasi Hills, Meghalaya",NH 6,25.617,91.877,2025-05-30,24.0,1.0,0.0,0.35,Field Survey,Field Survey//2025/Meghalaya/25
522,2026,Meghalaya,Ri Bhoi,Umiam Landslide 2,"Ri Bhoi, Meghalaya",NH 6,25.649,91.899,2025-05-30,227.31,1.0,0.0,0.35,Field Survey,Field Survey//2025/Meghalaya/26
523,2026,Meghalaya,Ri Bhoi,Umiam Landslide 3,Near Umiam View Point,NH 6,25.651,91.899,2025-05-30,227.31,1.0,0.0,0.35,Field Survey,Field Survey//2025/Meghalaya/27
524,2026,Meghalaya,Ri Bhoi,Umiam Landslide 4,Near Umiam View Point,NH 6,25.652,91.897,2025-05-30,227.31,1.0,0.0,0.35,Field Survey,Field Survey//2025/Meghalaya/28
525,2026,Meghalaya,Ri Bhoi,Umiam Landslide 5,Near Umiam Lake,NH 6,25.653,91.898,2025-05-30,227.31,1.0,0.0,0.35,Field Survey,Field Survey//2025/Meghalaya/29
526,2026,Meghalaya,Ri Bhoi,Umiam Landslide 6,Near Umiam Dam,NH 6,25.654,91.898,2025-05-30,227.31,1.0,0.0,0.35,Field Survey,Field Survey//2025/Meghalaya/30
527,2026,Meghalaya,Ri Bhoi,Umiam Landslide 7,Near NEPA link Road in GS Road,NH 6,25.67923,91.89988,2025-05-30,44.0,1.0,0.0,0.35,Field Survey,Field Survey//2025/Meghalaya/31
528,2026,Meghalaya,Ri Bhoi,Umbang Landslide,GS Road,NH 6,25.68672,91.9034,2025-05-30,338.0,1.0,0.0,0.35,Field Survey,Field Survey//2025/Meghalaya/32
529,2026,Meghalaya,Ri Bhoi,Umbang Landslide 2,GS Road,NH 6,25.68624,91.90282,2025-05-30,338.0,1.0,0.0,0.35,Field Survey,Field Survey//2025/Meghalaya/33
530,2026,Meghalaya,Ri Bhoi,Sumer Landslide 1,GS Road,NH 6,25.69024,91.90534,2025-05-30,338.0,1.0,0.0,0.35,Field Survey,Field Survey//2025/Meghalaya/34
531,2026,Meghalaya,Ri Bhoi,Umsamlem Landslide,GS Road,NH 6,25.75852,91.87999,2025-05-30,0.0,1.0,0.0,0.35,Field Survey,Field Survey//2025/Meghalaya/35
532,2026,Meghalaya,Ri Bhoi,Kwinain Landslide,GS Road,NH 6,25.82308,91.87242,2025-05-30,2.0,1.0,0.0,0.35,Field Survey,Field Survey//2025/Meghalaya/36
533,2026,Meghalaya,Ri Bhoi,Umnget Landslide,GS Road,NH 6,25.81488,91.87571,2025-05-30,2.0,1.0,0.0,0.35,Field Survey,Field Survey//2025/Meghalaya/37
534,2026,Meghalaya,Ri Bhoi,Umling Landslide,GS Road,NH 6,25.92683,91.87521,2025-05-30,3.0,1.0,0.0,0.35,Field Survey,Field Survey//2025/Meghalaya/38
535,2026,Meghalaya,Ri Bhoi,Umling Landslide 2,GS Road,NH 6,25.92723,91.87506,2025-05-30,3.0,1.0,0.0,0.35,Field Survey,Field Survey//2025/Meghalaya/39
536,2026,Meghalaya,Ri Bhoi,Umling Landslide 3,GS Road,NH 6,25.95857,91.86467,2025-05-30,24.0,1.0,0.0,0.35,Field Survey,Field Survey//2025/Meghalaya/40
537,2026,Meghalaya,Ri Bhoi,Umling Landslide 4,GS Road,NH 6,25.9571,91.86125,2025-05-30,3.0,1.0,0.0,0.35,Field Survey,Field Survey//2025/Meghalaya/41
538,2026,Meghalaya,Ri Bhoi,Byrnihat Landslide,GS Road,NH 6,26.01556,91.86894,2025-05-30,8.0,1.0,0.0,0.35,Field Survey,Field Survey//2025/Meghalaya/42
539,2026,Meghalaya,Ri Bhoi,Byrnihat Landslide 2,GS Road,NH 6,26.0169,91.86662,2025-05-30,8.0,1.0,0.0,0.35,Field Survey,Field Survey//2025/Meghalaya/43
540,2026,Meghalaya,Ri Bhoi,17 Mile Landslide,GS Road,NH 6,26.02992,91.86895,2025-05-30,8.0,1.0,0.0,0.35,Field Survey,Field Survey//2025/Meghalaya/44
541,2026,Meghalaya,Ri Bhoi,Byrnihat Landslide 3,GS Road,NH 6,26.03532,91.86799,2025-05-30,8.0,1.0,0.0,0.35,Field Survey,Field Survey//2025/Meghalaya/45
542,2026,Meghalaya,Ri Bhoi,Byrnihat Landslide 4,GS Road,NH 6,26.03628,91.86832,2025-05-30,8.0,1.0,0.0,0.35,Field Survey,Field Survey//2025/Meghalaya/46
543,2026,Meghalaya,Ri Bhoi,Ampher Landslide,GS Road,NH 6,26.08904,91.87737,2025-05-30,8.0,1.0,0.0,0.35,Field Survey,Field Survey//2025/Meghalaya/47
544,2026,Meghalaya,Ri Bhoi,Jorabat Landslide,GS Road,NH 6,26.09923,91.87597,2025-05-30,8.0,1.0,0.0,0.35,Field Survey,Field Survey//2025/Meghalaya/48
545,2026,Meghalaya,Ri Bhoi,Umsning Landslide,GS Road,NH 6,25.70906,91.89498,2025-05-30,0.0,1.0,0.0,0.35,Field Survey,Field Survey//2025/Meghalaya/49
546,2026,Meghalaya,Ri Bhoi,Umsning Landslide 2,GS Road,NH 6,25.70907,91.895,2025-05-30,0.0,1.0,0.0,0.35,Field Survey,Field Survey//2025/Meghalaya/50
547,2026,Meghalaya,Ri Bhoi,Umiam Landslide 8,GS Road,NH 6,25.6792,91.89967,2025-05-30,44.0,1.0,0.0,0.35,Field Survey,Field Survey//2025/Meghalaya/51
548,2026,Meghalaya,Ri Bhoi,Umiam Landslide 9,GS Road,NH 6,25.67051,91.90494,2025-05-30,338.0,1.0,0.0,0.35,Field Survey,Field Survey//2025/Meghalaya/52
549,2026,Meghalaya,Ri Bhoi,Umiam Landslide 10,GS Road,NH 6,25.66272,91.90127,2025-05-30,338.0,1.0,0.0,0.35,Field Survey,Field Survey//2025/Meghalaya/53
550,2026,Meghalaya,Ri Bhoi,Umiam Landslide 11,GS Road,NH 6,25.66073,91.9014,2025-05-30,24.0,1.0,0.0,0.35,Field Survey,Field Survey//2025/Meghalaya/54
551,2026,Meghalaya,East Khasi Hills,Umiam Landslide 12,GS Road,NH 6,25.65293,91.89804,2025-05-30,44.0,1.0,0.0,0.35,Field Survey,Field Survey//2025/Meghalaya/55
552,2026,Meghalaya,East Khasi Hills,ISBT Bypass Landslide 1,GS Road,NH 6,25.62575,91.89703,2025-05-30,44.0,1.0,0.0,0.35,Field Survey,Field Survey//2025/Meghalaya/56
553,2026,Meghalaya,East Khasi Hills,ISBT Bypass Landslide 2,GS Road,NH 6,25.6248,91.91046,2025-05-30,338.0,1.0,0.0,0.35,Field Survey,Field Survey//2025/Meghalaya/57
554,2026,Meghalaya,East Khasi Hills,ISBT Bypass Landslide 3,GS Road,NH 6,25.62053,91.90989,2025-05-30,338.0,1.0,0.0,0.35,Field Survey,Field Survey//2025/Meghalaya/58
555,2026,Meghalaya,East Khasi Hills,Laitkyntung Landslide,village falling under the Laitkroh-,,25.44747,91.7427,2025-05-30,21.0,2.0,2.0,0.75,Newspapers & Media,Newspapers & Media/2025/Meghalaya/66
556,2026,Meghalaya,East Khasi Hills,Mylliem Landslide,Khatarshnong Block road under Khatarshnong,NH 206,25.49136,91.82182,2025-05-30,17.0,1.0,0.0,0.35,Newspapers & Media,Newspapers & Media/2025/Meghalaya/67
557,2026,Meghalaya,East Khasi Hills,Lummawbah Landslide,"East Khasi Hills, Meghalaya",,25.5685,91.86669,2025-05-30,3.0,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2025/Meghalaya/68
558,2026,Meghalaya,Eastern West Khasi,Mawkamoit Landslide,"Eastern West Khasi, Meghalaya",,25.58841,91.47562,2025-05-30,125.0,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2025/Meghalaya/69
559,2026,Meghalaya,Hills West Garo Hills,Akonggre Landslide,near the Deputy Commissioner’s,,25.511,90.21982,2025-05-30,3.0,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2025/Meghalaya/70
560,2026,Meghalaya,East Khasi Hills,Mylliem Landslide 2,office in Tura,NH 206,25.49086,91.82135,2025-05-30,17.0,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/72
561,2026,Meghalaya,East Khasi Hills,Mylliem Landslide 3,"East Khasi Hills, Meghalaya",NH 206,25.48787,91.81959,2025-05-30,17.0,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/73
562,2026,Meghalaya,East Khasi Hills,Mylliem Landslide 4,"East Khasi Hills, Meghalaya",NH 206,25.48715,91.81948,2025-05-30,17.0,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/74
563,2026,Meghalaya,East Khasi Hills,Mylliem Landslide 5,"East Khasi Hills, Meghalaya",NH 206,25.4868,91.81987,2025-05-30,17.0,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/75
564,2026,Meghalaya,East Khasi Hills,Mylliem Landslide 6,"East Khasi Hills, Meghalaya",NH 206,25.47565,91.81801,2025-05-30,24.0,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/76
565,2026,Meghalaya,East Khasi Hills,Mylliem Landslide 7,"East Khasi Hills, Meghalaya",NH 206,25.47174,91.81621,2025-05-31,4.0,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/77
566,2026,Meghalaya,East Khasi Hills,Mylliem Landslide 8,"East Khasi Hills, Meghalaya",NH 206,25.47133,91.81608,2025-05-30,17.0,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/78
567,2026,Meghalaya,East Khasi Hills,Mylliem Landslide 9,"East Khasi Hills, Meghalaya",NH 206,25.46944,91.81748,2025-05-30,17.0,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/79
568,2026,Meghalaya,East Khasi Hills,Mylliem Landslide 10,"East Khasi Hills, Meghalaya",NH 206,25.46891,91.8184,2025-05-30,17.0,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/80
569,2026,Meghalaya,East Khasi Hills,Mylliem Landslide 11,"East Khasi Hills, Meghalaya",NH 206,25.46687,91.81902,2025-05-31,4.0,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/81
570,2026,Meghalaya,East Khasi Hills,Mylliem Landslide 12,"East Khasi Hills, Meghalaya",NH 206,25.46591,91.82085,2025-05-31,4.0,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/82
571,2026,Meghalaya,East Khasi Hills,Mylliem Landslide 13,"East Khasi Hills, Meghalaya",NH 206,25.46593,91.82263,2025-05-30,17.0,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/83
572,2026,Meghalaya,East Khasi Hills,Umtyngar Landslide,"East Khasi Hills, Meghalaya",NH 206,25.46529,91.82496,2025-05-31,4.0,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/84
573,2026,Meghalaya,East Khasi Hills,Umtyngar Landslide 2,"East Khasi Hills, Meghalaya",NH 206,25.46555,91.82614,2025-05-30,17.0,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/85
574,2026,Meghalaya,East Khasi Hills,Umtyngar Landslide 3,"East Khasi Hills, Meghalaya",NH 206,25.46443,91.82775,2025-05-31,4.0,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/86
575,2026,Meghalaya,East Khasi Hills,Laitkroh Landslide,"East Khasi Hills, Meghalaya",NH 206,25.46194,91.82976,2025-05-31,4.0,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/87
576,2026,Meghalaya,East Khasi Hills,Laitkroh Landslide 2,"East Khasi Hills, Meghalaya",NH 206,25.46117,91.83177,2025-05-31,4.0,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/88
577,2026,Meghalaya,East Khasi Hills,Laitkroh Landslide 3,"East Khasi Hills, Meghalaya",NH 206,25.44031,91.84712,2025-05-30,17.0,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/89
578,2026,Meghalaya,East Khasi Hills,Laitkroh Landslide 4,"East Khasi Hills, Meghalaya",NH 206,25.43961,91.8491,2025-05-30,24.0,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/90
579,2026,Meghalaya,East Khasi Hills,Laitkroh Landslide 5,"East Khasi Hills, Meghalaya",NH 206,25.43813,91.85107,2025-05-30,17.0,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/91
